route_id,service_id,trip_id,shape_id,trip_headsign,trip_short_name,direction_id,block_id,wheelchair_accessible
"hnv-31-648H-1","Special#299","hnv-31-648H-1-1-34-R-3-Special#299-7-15","hnv-31-648H-1-1-34-R-3","Heilbronn Neckarturm","","1","","2"
"hnv-31-648H-1","Special#299","hnv-31-648H-1-1-17-R-4-Special#299-4-16","hnv-31-648H-1-1-17-R-4","Heilbronn Neckarturm","","1","","2"
"hnv-31-649-1","Special#218","hnv-31-649-1-1-3-R-4-Special#218-16-1","hnv-31-649-1-1-3-R-4","Talheim Wart","","1","","2"
"hnv-31-649-1","Special#195","hnv-31-649-1-1-3-R-4-Special#195-18-2","hnv-31-649-1-1-3-R-4","Talheim Wart","","1","","2"
"hnv-31-649-1","Special#13","hnv-31-649-1-1-10-R-0-Special#13-11-3","hnv-31-649-1-1-10-R-0","Lauffen (N)","","1","","2"
"hnv-31-649-1","Special#13","hnv-31-649-1-1-10-R-0-Special#13-12-4","hnv-31-649-1-1-10-R-0","Lauffen (N)","","1","","2"
"hnv-31-649-1","Special#13","hnv-31-649-1-1-10-R-0-Special#13-13-5","hnv-31-649-1-1-10-R-0","Lauffen (N)","","1","","2"
"hnv-31-649-1","Special#13","hnv-31-649-1-1-10-R-0-Special#13-15-6","hnv-31-649-1-1-10-R-0","Lauffen (N)","","1","","2"
"hnv-31-649-1","Special#13","hnv-31-649-1-1-5-R-1-Special#13-14-7","hnv-31-649-1-1-5-R-1","Lauffen (N)","","1","","2"
"hnv-31-649-1","Special#13","hnv-31-649-1-1-9-R-2-Special#13-19-8","hnv-31-649-1-1-9-R-2","Lauffen (N)","","1","","2"
"hnv-31-649-1","Special#13","hnv-31-649-1-1-2-R-3-Special#13-20-9","hnv-31-649-1-1-2-R-3","Lauffen (N)","","1","","2"
"hnv-31-649-1","Special#13","hnv-31-649-1-1-2-R-3-Special#13-21-10","hnv-31-649-1-1-2-R-3","Lauffen (N)","","1","","2"
"hnv-31-649-1","Special#13","hnv-31-649-1-1-2-R-3-Special#13-22-11","hnv-31-649-1-1-2-R-3","Lauffen (N)","","1","","2"
"hnv-31-649-1","Special#14","hnv-31-649-1-1-1-H-3-Special#14-5-12","hnv-31-649-1-1-1-H-3","Untergruppenb. Alter Friedhof","","0","","2"
"hnv-31-649-1","Special#13","hnv-31-649-1-1-6-H-0-Special#13-1-13","hnv-31-649-1-1-6-H-0","Untergruppenb. Alter Friedhof","","0","","2"
"hnv-31-649-1","Special#13","hnv-31-649-1-1-6-H-0-Special#13-2-14","hnv-31-649-1-1-6-H-0","Untergruppenb. Alter Friedhof","","0","","2"
"hnv-31-649-1","Special#13","hnv-31-649-1-1-6-H-0-Special#13-4-15","hnv-31-649-1-1-6-H-0","Untergruppenb. Alter Friedhof","","0","","2"
"hnv-31-649-1","Special#13","hnv-31-649-1-1-4-H-1-Special#13-3-16","hnv-31-649-1-1-4-H-1","Talheim Rauher Stich Industrie","","0","","2"
"hnv-31-649-1","Special#28","hnv-31-649-1-3-3-H-2-Special#28-6-17","hnv-31-649-1-3-3-H-2","Untergruppenb. Alter Friedhof","","0","","2"
"hnv-31-649-1","Special#28","hnv-31-649-1-3-3-H-2-Special#28-7-18","hnv-31-649-1-3-3-H-2","Untergruppenb. Alter Friedhof","","0","","2"
"hnv-31-649-1","Special#28","hnv-31-649-1-3-3-H-2-Special#28-8-19","hnv-31-649-1-3-3-H-2","Untergruppenb. Alter Friedhof","","0","","2"
"hnv-31-649-1","Special#28","hnv-31-649-1-3-3-H-2-Special#28-9-20","hnv-31-649-1-3-3-H-2","Untergruppenb. Alter Friedhof","","0","","2"
"hnv-31-649-1","Special#28","hnv-31-649-1-3-3-H-2-Special#28-10-21","hnv-31-649-1-3-3-H-2","Untergruppenb. Alter Friedhof","","0","","2"
