from_stop_id,to_stop_id,transfer_type,min_transfer_time
"de:09679:5005:1:1","de:09679:5005:1:1","2","180"
"de:09679:5005:1:1","de:09679:5005:1:2","2","180"
"de:09679:5005:1:1","de:09679:5005:1:3","2","180"
"de:09679:5005:1:2","de:09679:5005:1:1","2","180"
"de:09679:5005:1:2","de:09679:5005:1:2","2","180"
"de:09679:5005:1:2","de:09679:5005:1:3","2","180"
"de:09679:5005:1:3","de:09679:5005:1:1","2","180"
"de:09679:5005:1:3","de:09679:5005:1:2","2","180"
"de:09679:5005:1:3","de:09679:5005:1:3","2","180"
"de:08118:1400:2:3","de:08118:1400:2:3","2","0"
"de:08118:1400:2:3","de:08118:1400:2:4","2","0"
"de:08118:1400:2:4","de:08118:1400:2:3","2","0"
"de:08118:1400:2:4","de:08118:1400:2:4","2","0"
"de:08118:1400:2:3","de:08118:1400:1:8","2","120"
"de:08118:1400:2:4","de:08118:1400:1:8","2","120"
"de:08118:1400:2:3","de:08118:1400:4:10","2","120"
"de:08118:1400:2:3","de:08118:1400:4:9","2","120"
"de:08118:1400:2:4","de:08118:1400:4:10","2","120"
"de:08118:1400:2:4","de:08118:1400:4:9","2","120"
"de:08118:1400:2:3","de:08118:1400:6:11","2","180"
"de:08118:1400:2:3","de:08118:1400:6:9","2","180"
"de:08118:1400:2:4","de:08118:1400:6:11","2","180"
"de:08118:1400:2:4","de:08118:1400:6:9","2","180"
"de:08118:1400:2:3","de:08118:1400:6:8","2","180"
"de:08118:1400:2:4","de:08118:1400:6:8","2","180"
"de:08118:1400:1:8","de:08118:1400:2:3","2","120"
"de:08118:1400:1:8","de:08118:1400:2:4","2","120"
"de:08118:1400:1:8","de:08118:1400:1:8","2","0"
"de:08118:1400:1:8","de:08118:1400:4:10","2","120"
"de:08118:1400:1:8","de:08118:1400:4:9","2","120"
"de:08118:1400:1:8","de:08118:1400:6:11","2","240"
"de:08118:1400:1:8","de:08118:1400:6:9","2","240"
"de:08118:1400:1:8","de:08118:1400:6:8","2","240"
"de:08118:1400:4:10","de:08118:1400:2:3","2","120"
"de:08118:1400:4:10","de:08118:1400:2:4","2","120"
"de:08118:1400:4:9","de:08118:1400:2:3","2","120"
"de:08118:1400:4:9","de:08118:1400:2:4","2","120"
"de:08118:1400:4:10","de:08118:1400:1:8","2","120"
"de:08118:1400:4:9","de:08118:1400:1:8","2","120"
"de:08118:1400:4:10","de:08118:1400:4:10","2","0"
"de:08118:1400:4:10","de:08118:1400:4:9","2","0"
"de:08118:1400:4:9","de:08118:1400:4:10","2","0"
"de:08118:1400:4:9","de:08118:1400:4:9","2","0"
"de:08118:1400:4:10","de:08118:1400:6:11","2","240"
"de:08118:1400:4:10","de:08118:1400:6:9","2","240"
"de:08118:1400:4:9","de:08118:1400:6:11","2","240"
"de:08118:1400:4:9","de:08118:1400:6:9","2","240"
"de:08118:1400:4:10","de:08118:1400:6:8","2","240"
"de:08118:1400:4:9","de:08118:1400:6:8","2","240"
"de:08118:1400:6:11","de:08118:1400:2:3","2","180"
"de:08118:1400:6:11","de:08118:1400:2:4","2","180"
"de:08118:1400:6:9","de:08118:1400:2:3","2","180"
"de:08118:1400:6:9","de:08118:1400:2:4","2","180"
"de:08118:1400:6:11","de:08118:1400:1:8","2","240"
"de:08118:1400:6:9","de:08118:1400:1:8","2","240"
"de:08118:1400:6:11","de:08118:1400:4:10","2","240"
"de:08118:1400:6:11","de:08118:1400:4:9","2","240"
"de:08118:1400:6:9","de:08118:1400:4:10","2","240"
"de:08118:1400:6:9","de:08118:1400:4:9","2","240"
"de:08118:1400:6:11","de:08118:1400:6:11","2","0"
"de:08118:1400:6:11","de:08118:1400:6:9","2","0"
"de:08118:1400:6:9","de:08118:1400:6:11","2","0"
"de:08118:1400:6:9","de:08118:1400:6:9","2","0"
"de:08118:1400:6:11","de:08118:1400:6:8","2","0"
"de:08118:1400:6:9","de:08118:1400:6:8","2","0"
"de:08118:1400:6:8","de:08118:1400:2:3","2","180"
"de:08118:1400:6:8","de:08118:1400:2:4","2","180"
"de:08118:1400:6:8","de:08118:1400:1:8","2","240"
"de:08118:1400:6:8","de:08118:1400:4:10","2","240"
"de:08118:1400:6:8","de:08118:1400:4:9","2","240"
"de:08118:1400:6:8","de:08118:1400:6:11","2","60"
"de:08118:1400:6:8","de:08118:1400:6:9","2","60"
"de:08118:1400:6:8","de:08118:1400:6:8","2","0"
"de:08118:1402:8:11","de:08118:1402:8:11","2","0"
"de:08116:2103:3:1","de:08116:2103:3:1","2","0"
"de:08116:2931:1:1","de:08116:2931:1:1","2","0"
"de:08116:2931:1:1","de:08116:2931:2:2","2","60"
"de:08116:2931:2:2","de:08116:2931:1:1","2","60"
"de:08116:2931:2:2","de:08116:2931:2:2","2","0"
"de:08118:3470:1:3","de:08118:3470:1:3","2","0"
"de:08118:3533:1:3","de:08118:3533:1:3","2","60"
"de:08118:3533:1:3","de:08118:3533:1:4","2","60"
"de:08118:3533:1:4","de:08118:3533:1:3","2","60"
"de:08118:3533:1:4","de:08118:3533:1:4","2","60"
"de:08116:4211:5:11","de:08116:4211:5:11","2","60"
"de:08116:4241:1:2","de:08116:4241:1:2","2","0"
"de:08116:4257:1:1","de:08116:4257:1:1","2","60"
"de:08116:4257:1:1","de:08116:4257:2:2","2","120"
"de:08116:4257:1:1","de:08116:4257:2:3","2","120"
"de:08116:4257:2:2","de:08116:4257:1:1","2","120"
"de:08116:4257:2:3","de:08116:4257:1:1","2","120"
"de:08116:4257:2:2","de:08116:4257:2:2","2","60"
"de:08116:4257:2:2","de:08116:4257:2:3","2","60"
"de:08116:4257:2:3","de:08116:4257:2:2","2","60"
"de:08116:4257:2:3","de:08116:4257:2:3","2","60"
"de:08115:4510:1:2","de:08115:4510:1:2","2","0"
"de:08115:4512:4:101","de:08115:4512:4:101","3",""
"de:08119:4905:1:5","de:08119:4905:1:5","2","0"
"de:08119:4905:1:5","de:08119:4905:1:6","2","0"
"de:08119:4905:1:6","de:08119:4905:1:5","2","0"
"de:08119:4905:1:6","de:08119:4905:1:6","2","0"
"de:08119:4952:2:3","de:08119:4952:2:3","2","0"
"de:08118:5566:1:4","de:08118:5566:1:4","2","0"
"de:08118:5566:1:4","de:08118:5566:2:3","2","60"
"de:08118:5566:2:3","de:08118:5566:1:4","2","60"
"de:08118:5566:2:3","de:08118:5566:2:3","2","0"
"de:08118:5570:1:3","de:08118:5570:1:3","2","60"
"de:08118:5570:1:3","de:08118:5570:1:4","2","60"
"de:08118:5570:1:4","de:08118:5570:1:3","2","60"
"de:08118:5570:1:4","de:08118:5570:1:4","2","60"
"de:08118:5583:1:1","de:08118:5583:1:1","2","0"
"de:08118:5583:1:1","de:08118:5583:2:2","2","0"
"de:08118:5583:2:2","de:08118:5583:1:1","2","0"
"de:08118:5583:2:2","de:08118:5583:2:2","2","0"
"de:08118:5599:0:4","de:08118:5599:0:4","2","60"
"de:08118:5599:0:4","de:08118:5602:0:3","2","300"
"de:08118:5599:0:4","de:08118:5602:0:4","2","300"
"de:08118:5602:0:3","de:08118:5599:0:4","2","300"
"de:08118:5602:0:4","de:08118:5599:0:4","2","300"
"de:08118:5602:0:3","de:08118:5602:0:3","2","60"
"de:08118:5602:0:3","de:08118:5602:0:4","2","60"
"de:08118:5602:0:4","de:08118:5602:0:3","2","60"
"de:08118:5602:0:4","de:08118:5602:0:4","2","60"
"de:08118:5604:1:3","de:08118:5604:1:3","2","60"
"de:08118:5604:1:3","de:08118:5604:1:4","2","60"
"de:08118:5604:1:4","de:08118:5604:1:3","2","60"
"de:08118:5604:1:4","de:08118:5604:1:4","2","60"
"de:08118:5604:1:3","de:08118:6986:1:3","2","120"
"de:08118:5604:1:3","de:08118:6986:1:4","2","120"
"de:08118:5604:1:4","de:08118:6986:1:3","2","120"
"de:08118:5604:1:4","de:08118:6986:1:4","2","120"
"de:08118:5608:1:3","de:08118:5608:1:3","2","0"
"de:08118:5608:1:3","de:08118:5608:1:4","2","0"
"de:08118:5608:1:4","de:08118:5608:1:3","2","0"
"de:08118:5608:1:4","de:08118:5608:1:4","2","0"
"de:08118:5647:1:2","de:08118:5647:1:2","2","60"
"de:08118:5700:1:3","de:08118:5700:1:3","2","0"
"de:08118:5700:1:3","de:08118:5700:1:4","2","0"
"de:08118:5700:1:4","de:08118:5700:1:3","2","0"
"de:08118:5700:1:4","de:08118:5700:1:4","2","0"
"de:08118:5707:1:3","de:08118:5707:1:3","2","0"
"de:08118:5707:1:3","de:08118:5707:1:4","2","0"
"de:08118:5707:1:4","de:08118:5707:1:3","2","0"
"de:08118:5707:1:4","de:08118:5707:1:4","2","0"
"de:08118:5710:1:3","de:08118:5710:1:3","2","0"
"de:08118:5710:1:3","de:08118:5710:1:4","2","0"
